Date,Day-number,MMM,AA,AAPL,AEP,ALL,AMD,AMGN,APD,ATT,BA,BAC,BMY,CAT,CL,COG,CPB,CTL,DD,DE,ED,EL,FORD,FLS,GD,HAL,IBM,JNJ,K,KO
23-Feb-09,39867.00,45.41,5.81,91.2,28.4,16.99,2.02,56.69,47.93,22.68,34.46,3.91,19.88,25.12,58.4,20.25,28.63,25.67,18.91,26.99,37.02,23.31,1.73,44.98,48.94,15.97,84.37,53.65,39.07,42.09
20-Feb-09,39864.00,47.25,6.29,90.64,29.46,18.44,2.03,57.08,51.24,23.58,36.31,3.79,20.37,26.66,59.48,21.44,29.45,26.17,20.38,28.89,37.54,24.73,1.58,47.96,50.82,17.07,88.79,54.65,40.17,42.84
19-Feb-09,39863.00,47.07,6.35,94.37,30.11,18.08,2.12,57.39,53.05,23.19,37.57,3.93,20.51,27.02,60.72,22.21,29.56,25.12,20.88,30.38,37.98,25.2,1.63,49.11,51.87,17,88.93,55.93,40.85,43.3
18-Feb-09,39862.00,47.14,6.49,94.53,29.8,19.74,2.2,56.41,52.84,22.96,37.98,4.57,20.92,28.44,60.89,22.31,29.37,25.27,21.14,32.23,37.74,25.48,1.67,50.36,51.96,17.01,91.51,55.83,40.33,42.68
17-Feb-09,39861.00,47.42,6.75,99.16,30.05,19.14,2.37,57.9,52.01,23.22,38.43,4.9,21.25,28.98,61.1,23.83,29.78,25.13,21.21,33.49,38.12,25.76,1.69,49.86,52.88,16.36,90.67,55.98,40.16,42.6
13-Feb-09,39857.00,49.42,7.48,99.27,31.81,21.23,2.42,58.41,54.03,24.19,40.48,5.57,21.75,30.94,63.13,25.98,30.88,26.92,22.4,36.11,39.37,26.89,1.76,53.7,54.49,18.29,93.84,57.1,41.38,43.85
12-Feb-09,39856.00,49.97,7.51,96.82,31.44,21.53,2.28,58.01,54.53,24.29,39.86,5.87,22.52,31.02,63.31,28.52,30.63,26.74,22.91,37.3,40.19,27.38,1.79,54.28,53.83,18.15,95.07,57.78,41.31,44.39
11-Feb-09,39855.00,51.29,7.7,97.83,31.67,21.77,2.15,57.41,52.25,24.44,40.33,6.07,22.63,31.13,62.9,28.4,30.25,26.8,23.13,38.28,40.26,26.83,1.85,54.48,53.89,18.38,95.16,57.33,41.47,41.27
10-Feb-09,39854.00,51.08,7.65,102.51,31.86,20.54,2.11,58.74,52.8,24.56,40.21,5.56,22.27,30.92,62.64,29.61,30.17,26.78,23.67,38.4,40.2,26.78,1.82,53.72,54.44,18.33,93.27,56.73,41.26,40.67
9-Feb-09,39853.00,54.11,8.5,99.72,32.94,22.32,2.36,58.03,55.85,25.89,42.8,6.89,23.08,32.72,64.15,30.76,31.01,27.7,24.84,40.62,41.19,28.73,1.9,56.73,56.75,19.68,96.82,58.5,43.23,42.31
6-Feb-09,39850.00,52.39,8.4,96.46,33.22,22.7,2.41,57.11,55.4,26.08,42.92,6.13,23.07,33.28,65.66,29.65,30.56,27.75,24.57,41.81,41.28,28.12,1.94,56.52,57.21,19.71,96.14,58.51,43.58,43.55
5-Feb-09,39849.00,51.55,8.06,93.55,33.63,21.58,2.36,56.77,54.13,25.15,42.72,4.84,22.76,31.61,64.42,28.62,30.72,27,23.79,39.64,41.22,26.82,1.93,55.33,56.23,19.14,92.41,58.11,43.68,42.69
4-Feb-09,39848.00,50.84,7.82,92.98,32.87,21.61,2.27,56.66,52.55,24.66,41.97,4.7,22.73,30.6,64.06,27.41,30.88,27.25,23.28,37.5,41.06,26.19,1.95,55.1,55.05,18.46,92.83,57.96,43.49,42.4
3-Feb-09,39847.00,51.64,8.04,91.51,32.53,21.88,2.21,55.36,51.92,25.37,42.09,5.3,22.9,29.99,65.76,26.93,31.3,27.66,23.35,36.01,41.03,26.18,1.96,54.35,55.3,17.39,93.48,58.58,44.93,43.32
2-Feb-09,39846.00,50.62,7.69,90.13,32.38,20.9,2.15,54.85,50.18,25.16,40.8,6,21.99,30.29,64.34,26.48,30.73,27.51,22.65,35.1,40.61,25.87,1.88,52.51,55.29,17.14,90.93,57.69,44.15,42.24
30-Jan-09,39843.00,53.79,7.79,93,31.35,21.67,2.19,54.82,50.3,24.62,42.31,6.58,21.41,30.85,65.04,27.49,30.37,27.14,22.96,34.74,40.75,26.25,1.87,53.31,56.73,17.25,91.65,57.69,43.69,42.72
29-Jan-09,39842.00,56.55,8.44,94.2,32.7,23.5,2.2,54.75,53.29,24.71,40.71,6.78,21.82,31.85,65.22,28.55,30.97,27.31,23.78,36,41.12,26.79,1.95,50.27,58.24,18.02,92.51,58.28,45.12,43.55
28-Jan-09,39841.00,55.42,8.75,90.73,31.76,29.64,2.35,53.09,56.04,25.91,43.24,7.39,22.37,33,63.85,28.89,31.11,28.31,24.71,37.85,41.18,26.9,2.03,53.02,60.01,19.47,94.82,58.56,45.19,43.86
27-Jan-09,39840.00,53.99,8.61,89.64,32.2,27.22,2.14,54.41,54.75,25.93,43.22,6.5,23.13,32.32,62.22,27.7,30.74,28.75,23.27,35.9,41.39,25.81,1.97,49.86,55.72,18.57,91.66,57.54,45.24,43.33
26-Jan-09,39839.00,53.56,8.35,88.36,32.51,25.95,2.01,53.19,54.15,26.83,43.01,6,22.25,32.67,61.78,27.69,30.3,28.82,23.18,35.32,41.05,25.64,1.94,48.41,54.6,18.87,91.6,56.55,44.71,43.03
23-Jan-09,39836.00,52.9,8.33,88.36,31.94,26.63,2.07,55.23,52.87,26.12,41.98,6.24,22.39,35.66,61.68,26.65,30.25,28.26,24.16,36.62,40.05,25.3,1.8,47.93,53.32,18.25,89.49,55.97,44.23,42.2
22-Jan-09,39835.00,54.06,8.25,82.83,31.85,26.42,2.02,55.53,51.92,25.51,42.26,5.71,22.35,37.23,62.57,24.96,29.99,27.66,23.92,37.47,40.05,26.57,1.94,47.5,53.88,16.85,90.07,56.87,44.92,43.12
21-Jan-09,39834.00,54.24,8.56,78.2,32.34,28.14,2.25,55,54.1,25.79,42.27,6.68,22.47,39.55,63.43,25.33,29.98,27.8,24.48,39.29,40.04,26.26,2.09,50.61,54.01,17.72,91.42,56.36,45.11,43.29
20-Jan-09,39833.00,53.92,8.35,82.33,31.83,26.03,2,57.52,52.64,25.02,40.36,5.1,21.74,38.32,62.56,22.89,29.67,26.54,23.32,37.29,39.5,26.12,2.13,45.43,52.2,16.61,81.98,56.75,44.68,42.88
16-Jan-09,39829.00,56.42,9.43,83.38,32.5,28.77,2.29,57.16,57.02,25.23,42.46,7.18,22.07,39.55,63.54,25.05,29.72,27.16,24.97,39.88,40.07,26.11,2.19,50.51,54.59,17.74,84.92,57.44,44.63,43.84
15-Jan-09,39828.00,55.17,9.37,85.33,31.76,28.22,2.26,56.08,56.07,25.12,40.96,8.32,22.09,39.39,63.06,24.97,29.41,26.53,24.65,39.64,39.76,29.03,2.23,48.9,53.06,17.42,84.12,57.62,42.75,43.36
14-Jan-09,39827.00,55.04,9.03,87.71,31.57,28.14,2.15,57.71,54.37,25.41,41.2,10.2,22.21,39.35,62.82,24.49,29.12,26.49,23.88,39.5,39.4,28.36,2.26,49.44,54.47,17.2,83.19,57.95,42.65,42.62
13-Jan-09,39826.00,56.25,9.55,88.66,32.13,29.62,2.38,57.06,56.22,25.99,42.46,10.65,22.01,41.4,64.45,26.04,29.02,27.13,25.21,40.78,39.58,28.73,2.48,52.26,55.1,18.3,85.34,58.84,43.9,44.02
12-Jan-09,39825.00,57.08,10.06,90.58,32.79,29.81,2.52,57.78,55.8,25.94,43.74,11.43,22.15,41.19,65.59,25.58,29.31,26.75,24.93,41.56,40.29,29.51,2.64,52.61,57.68,17.93,85.71,58.34,43.7,43.73
9-Jan-09,39822.00,57.74,10.81,92.7,32.61,30.06,2.69,59.26,56.62,26.68,44.45,12.99,22.35,43.2,64.9,26.42,29.06,27.79,25.41,45.99,39.66,30.57,2.63,55.72,57.92,19.01,84.7,59.05,43.54,44.6
8-Jan-09,39821.00,58.58,11.36,91.01,33.28,30.9,2.74,58.2,58.13,27.18,44.79,13.54,22.51,44.02,65.54,27.83,29.24,28.69,25.99,45.18,39.46,31.13,2.69,57.71,59.21,21.16,87.18,59.02,44.37,45.24
7-Jan-09,39820.00,58.07,10.89,93.02,32.75,30.09,2.66,58.34,56.96,27.21,44.76,13.71,22.18,43.67,65.92,27.48,29.3,27.78,25.66,42.65,39.05,30.91,2.69,57.67,58.83,20.69,87.79,59.13,44.47,44.93
6-Jan-09,39819.00,59.19,12.12,94.58,33.11,31.94,2.78,59.65,59.32,28.3,46.31,14.28,22.35,45.8,66.5,29.6,29.8,28.26,27.65,44.57,39.13,31.18,2.76,60.04,61.23,20.91,89.23,59.69,44.65,44.71
5-Jan-09,39818.00,58.5,11.86,90.75,33.69,32.57,2.67,58.99,55.35,28.43,46.17,13.98,23.23,46.08,68.03,29.33,30.4,28.15,26.33,42.89,39.47,31.08,2.58,55.14,59.74,19.67,86.82,60.05,44.79,45.44
2-Jan-09,39815.00,59.19,12.11,85.35,34,33.26,2.38,57.75,53.06,29.42,45.25,14.33,23.88,46.91,69.32,27.48,30.43,28.42,26.18,41.51,39.26,32.65,2.46,54.97,59.76,19.45,87.37,60.65,45.05,45.9
1-Jan-09,39814.00,57.54,11.26,85.35,33.28,32.76,2.16,57.75,50.27,28.5,42.67,14.08,23.25,44.67,68.54,26,30.01,27.33,25.3,38.32,38.93,30.96,2.29,51.5,57.59,18.18,84.16,59.83,43.85,45.27
31-Dec-08,39813.00,57.54,11.26,86.29,33.28,32.76,2.16,57.59,50.27,28.5,42.67,14.08,23.25,44.67,68.54,26,30.01,27.33,25.3,38.32,38.93,30.96,2.29,51.5,57.59,18.18,84.16,59.83,43.85,45.27
30-Dec-08,39812.00,57.17,10.69,86.61,32.05,31.91,2.21,56.87,49.18,28.23,41.25,13.24,22.87,43.66,68.02,25.67,29.5,26.86,25.11,37.65,38.52,30.37,2.29,51.33,56.41,17.73,83.55,59.17,43.19,44.93
29-Dec-08,39811.00,55.37,9.73,85.81,31.92,30.63,2.1,57.36,47.93,27.86,39.99,12.94,22.94,42.34,67.39,24.9,28.75,26.7,24.49,37.87,38.3,29.46,2.22,50,54.53,17.48,81.25,58.15,42.08,44.41
26-Dec-08,39808.00,55.74,9.78,85.04,32.08,30.84,2.18,57.16,46.61,27.94,40.53,13.36,23.1,42.72,68.1,23.93,28.46,26.68,24.98,38.47,38.31,29.52,2.29,50.73,55.91,17.24,81.33,58.56,42.3,44.58
25-Dec-08,39807.00,55.5,9.39,85.04,31.79,29.46,1.99,57.16,45.86,27.83,40.12,13.53,23.21,41.91,67.62,23.29,28.89,26.55,24.76,38.05,38.36,29.51,2.11,49.42,55.26,16.72,80.52,58.56,41.66,44.1
24-Dec-08,39806.00,55.5,9.39,86.38,31.79,29.46,1.99,57.37,45.86,27.83,40.12,13.53,23.21,41.91,67.62,23.29,28.89,26.55,24.76,38.05,38.36,29.51,2.11,49.42,55.26,16.72,80.52,58.56,41.66,44.1
23-Dec-08,39805.00,55.44,9.57,85.74,31.59,29.53,1.96,57.13,45.5,27.72,40.15,12.75,23.23,41.13,65.85,23.57,27.84,26.18,24.5,37.28,38.24,29.08,2.19,47.8,54.73,16.6,80.6,58.68,41.43,43.97
22-Dec-08,39804.00,56.37,9.23,90,32.33,29.66,2.02,57.83,46.11,28.13,41.12,13.53,22.93,41.78,66.14,23.77,27.8,25.96,24.99,36.84,39,29.42,2.59,48.02,55.48,17.01,81.99,58.93,42.23,44.66
19-Dec-08,39801.00,56.62,9.7,89.43,31.91,31.86,2.27,58.02,46.63,28.12,41.24,13.8,22.81,42.69,65,25.9,28.38,25.91,25.6,39.38,38.64,29.63,2.95,52.05,55.86,17.51,83.52,58.84,42.63,44.43
18-Dec-08,39800.00,56.71,9.77,89.16,31.42,29.94,2.23,58.42,47.47,27.72,41.07,13.96,22.86,42.16,63.92,25.34,28.47,25.67,25.71,38.67,38.99,29.76,2.84,49.78,55.87,16.89,84,58.99,42.61,45.18
17-Dec-08,39799.00,59.07,10.35,95.43,30.2,29.6,2.29,59.38,49.37,28.41,41,14.92,22.62,44.46,62.18,27.08,28.87,25.46,27.11,40.46,38.88,30.25,3.14,53.74,55.58,18.12,86.92,59.18,42.77,45.71
16-Dec-08,39798.00,58.32,10.39,94.75,30.26,30.03,2.25,57.71,50.42,28.23,41.9,15.1,22.5,43.8,62.62,27.52,29.46,25.54,27.59,38.23,39.35,30.38,3.13,55.66,56.34,18.43,86.4,59.6,43.93,46.46
15-Dec-08,39797.00,55.63,9.91,98.27,29.22,25.72,2.21,58.13,48.54,27.13,38.74,14.11,22.5,42.21,59.4,26.45,28.37,23.86,26.17,36.36,38.64,29.19,3.18,51.4,53.11,17.26,82.77,57.81,42.15,44.97
12-Dec-08,39794.00,56.04,10.08,95,29.83,27.16,2.28,57.25,48.59,28.18,39.2,14.93,22.51,42.08,59.22,26.78,28.68,24.94,26.61,36.86,38.88,29.6,3.04,52.03,53.28,17.18,82.2,57.25,42.53,44.57
11-Dec-08,39793.00,55.14,9.98,98.21,29.97,26.27,2.2,58.05,49.09,27.94,40.27,14.91,21.45,42.2,58.56,26.63,28.61,25.41,25.94,36.15,39.03,28.68,2.9,49.54,53.81,16.94,80.58,58.25,41.59,44.22
10-Dec-08,39792.00,57.52,10.2,100.06,30.09,26.9,2.2,57.96,53.49,28.08,41.68,16.69,21.31,43.67,59.17,27.84,28.37,26.41,26.55,38.75,39.41,29.01,3.25,51.35,54.29,16.71,82.86,57.8,42,45.31
9-Dec-08,39791.00,56.15,9.55,99.72,29.22,26.43,2.27,58.17,52.89,29.16,40.82,16.95,20.4,42.38,59.98,25.82,29.08,26.15,26.38,37.97,38.55,28.11,3.23,49.01,54.25,15.68,82.69,57.81,42.11,44.83
8-Dec-08,39790.00,57.38,9.58,94,29.51,27.12,2.1,57.4,52.01,29.98,42.85,17.84,21.99,42.42,61.38,25.37,29.86,26.22,26.34,37.01,39.12,27.83,3.38,47.42,54.23,15.31,84.86,58.77,42.85,45.98
5-Dec-08,39787.00,59.85,8.15,91.41,29.91,27.03,2.13,56.34,47.61,28.15,39.53,15.24,21.23,38.26,63.01,22.29,30.1,26.1,24.12,31.99,38.97,28.11,2.72,43.13,51.5,14.31,80.59,58.23,42.73,45.98
4-Dec-08,39786.00,59.14,8.06,95.9,28.9,24.11,2.08,57.47,45.84,28.17,39.19,14.34,20.7,37.52,61.76,22.14,29.58,25.3,23.69,30.98,38.32,26.78,2.66,40.96,49.95,13.78,77.44,56.18,40.88,44.75
3-Dec-08,39785.00,60.71,9.29,92.47,30.19,23.55,2.2,54.64,46.48,29.08,40.47,15.05,21.7,39.65,63.64,26.1,30.35,26.65,23.61,33.75,39.58,27.6,2.85,43.8,51.65,15.1,80.67,57.32,41.91,46.14
2-Dec-08,39784.00,60.86,9.76,88.93,29.14,23.71,2.03,54.77,45.44,28.04,40.7,14.37,20.28,38,62.65,26.25,30.32,26.02,23.6,31.84,39.33,27.07,2.7,44.58,50.11,15.42,79.84,56.83,41.41,43.93
1-Dec-08,39783.00,62.35,9.31,92.67,30.42,21.61,2,55.54,43.31,26.96,39.88,12.85,19.36,36.58,61.43,26.38,29.9,24.43,22.22,30.4,38.33,25.02,2.55,41.29,48.54,15.13,76.9,55.33,40.91,44.33
28-Nov-08,39780.00,66.93,10.76,95,31.29,25.44,2.36,55.9,47.76,28.56,42.63,16.25,20.7,40.99,65.07,29.97,32.05,26.56,25.06,34.81,40.39,27.9,2.69,50.33,51.67,17.6,81.6,58.58,43.43,46.87
27-Nov-08,39779.00,65.91,10.48,95,30.63,24.02,2.13,55.9,46.5,28.39,41.28,15.43,20.57,39.33,63.49,30.74,31.88,27.33,24.63,35.76,39.68,27.63,2.15,48.97,50.18,17.58,81.67,58.27,43.22,45.38
26-Nov-08,39778.00,65.91,10.48,90.8,30.63,24.02,2.13,54.93,46.5,28.39,41.28,15.43,20.57,39.33,63.49,30.74,31.88,27.33,24.63,35.76,39.68,27.63,2.15,48.97,50.18,17.58,81.67,58.27,43.22,45.38
25-Nov-08,39777.00,63.64,9.7,92.95,30.13,24.35,1.8,55.99,46.93,27.29,40.18,14.8,20.57,37.27,62.74,27.63,31.03,26.3,24.13,33.1,39.78,26.98,1.66,46.48,49.61,16.2,80.65,58.7,42.43,45.07
24-Nov-08,39776.00,63.26,9.15,82.58,29.15,24.46,1.86,54.9,46.79,26.94,40.75,14.59,20.1,36.34,63.89,27.04,33.52,24.5,24.29,33.18,40.18,26.63,1.56,45.5,50.21,16.43,79.89,59.11,43.31,45.23
21-Nov-08,39773.00,61.3,8.44,80.49,29.01,21.52,1.82,50.13,44.44,25.19,39.58,11.47,19.11,34.67,62.65,24.33,36.27,22.01,23.03,30.97,40,25.65,1.43,40.56,51.95,15.33,74.88,58.35,43.02,44
20-Nov-08,39772.00,56.79,6.85,86.29,27.85,18.1,1.91,53.64,41.65,24.51,37.11,11.25,19.28,32.84,60.5,21.63,35.42,21.81,21.95,28.77,37.53,24.72,1.39,37.92,48.8,13.46,71.74,55.81,40.69,41.07
19-Nov-08,39771.00,58.77,8.16,89.91,29.37,19.9,2.12,56.34,47.01,25.23,37.48,13.06,20.27,33.87,62.99,25.64,36.94,23.86,24.26,31.08,38.52,27.92,1.26,42.12,49.25,16.18,75.97,58.12,44.12,42.27
18-Nov-08,39770.00,62.17,9.48,88.14,30.46,25,2.5,56.09,51.48,26.57,39.56,15.19,20.49,36.19,64.05,26.71,37.58,25.89,26.92,33.72,39.35,29.15,1.68,47.72,53.24,17.66,80.08,60.89,47.1,43.49
17-Nov-08,39769.00,60.8,9.67,90.24,30.68,25.14,2.5,58.23,51.64,26.77,41.18,15.03,19.7,35.7,62.08,26.37,37.66,25.75,26.96,32.74,38.81,29.73,1.72,46.66,53.51,17.52,77.48,59.27,46.32,43.97
14-Nov-08,39766.00,63.06,10.84,96.44,30.95,27.07,2.43,59.6,52.78,27.65,41.04,16.42,19.58,36.96,62.06,26.54,37.53,25.25,27.43,33.79,39.19,29.93,1.8,48.39,55.51,18.11,80.33,60.05,46.93,45.02
13-Nov-08,39765.00,64.43,11.2,90.12,32.02,29.29,2.7,55.47,55.24,28.67,43.16,17.1,19.99,39.41,63.7,28.61,38.85,26.26,29.29,35.78,39.96,31.83,1.9,52.33,56.2,19.16,84.21,62.9,49.03,46.28
12-Nov-08,39764.00,59.44,10.17,94.77,29.16,24.07,2.57,58.43,51.21,26.18,42.52,17,19.55,35.08,59.51,25.46,36.68,24.79,27.21,32.73,38.2,30.78,1.84,47.79,57.55,17.31,79.74,57.92,47.12,43.83
11-Nov-08,39763.00,62.38,10.94,95.88,30.5,25.73,2.96,58.78,54.37,27.33,43.97,18.69,20.04,36.87,61.91,28.15,37.06,24.86,28.76,35.12,38.77,32.93,1.8,51.97,59.29,18.54,82.74,59.55,48.7,44.44
10-Nov-08,39762.00,64.95,11.78,98.24,30.21,25.65,3.04,58.87,57.82,27.47,46.14,19.48,20.38,37.41,63.55,29.2,37.3,25.69,30.1,36.87,39.32,33.31,1.93,55.46,60.93,19.3,83.87,60.01,49.99,45.9
7-Nov-08,39759.00,64.83,11.19,99.1,30.87,26.89,3.16,56.56,57.6,27,46.58,20.49,20.55,38.45,63.02,28.91,37.22,26.42,30.46,37.21,42.13,33.62,2.02,52.99,61.43,19.44,86.27,60.22,49.54,46.25
6-Nov-08,39758.00,62.36,10.26,103.3,29.24,26,3.17,59.42,54.46,25.99,45.72,20.12,19.74,37.6,61.6,26.57,36.81,25.18,29.01,35.81,42.23,33.16,1.98,51.25,60.43,18.25,85.15,57.92,48.4,44.49
5-Nov-08,39757.00,64.52,11.8,110.99,31.76,27.78,3.55,60.57,57.92,27.15,49.55,21.75,20.75,40.4,63.71,27,38.3,26.8,30.86,39.53,43.55,34.2,2.09,56.48,62.11,19.22,89.94,59.85,50.33,44.73
4-Nov-08,39756.00,65.61,12.47,106.96,32.77,29.5,3.8,61.55,61.05,29.28,53.62,24.53,21.59,42.25,66.15,28.45,38.96,27.67,33.23,42.54,44.53,36.83,2.16,63.51,63.77,20.16,93.4,61.89,52.45,46.03
3-Nov-08,39755.00,64.11,11.88,107.59,32.31,28.41,3.61,59.89,57.47,27.81,52.85,23.61,20.55,39.01,63.53,26.54,38.23,27.44,32.03,39.03,43.61,34.99,2.13,58.62,61.02,18.36,92.68,61.16,52.31,45.45
31-Oct-08,39752.00,64.3,11.5,111.04,32.63,26.39,3.5,60.53,58.13,26.77,52.42,24.17,20.55,38.2,62.76,28.07,37.95,25.11,32.04,38.56,43.32,36.04,2.19,56.92,60.32,19.79,92.97,61.34,50.42,44.06
30-Oct-08,39751.00,62.55,11.45,104.55,33.2,24.72,3.56,58.88,55.78,27.1,50.7,22.78,20.51,37.37,64.23,28.95,37.94,23.96,32.04,38.44,43.73,34.92,2.28,58.87,60.71,19.97,90.69,60.57,49.99,44.66
29-Oct-08,39750.00,62.5,11.15,99.91,32.32,25.18,2.98,60,53.45,26.9,49.8,22.32,19.82,36.14,60,28.42,37.44,25.32,31.52,35.74,42.14,34.78,2.16,53.61,58.24,18.85,88.2,61.53,50.02,43.85
28-Oct-08,39749.00,64.31,10.78,92.09,33.01,25.13,2.84,54.74,51.09,27.61,48.91,23.02,20.29,34.95,59.92,27.42,38.98,27.81,30.73,33.27,42.92,35.37,2.1,51.3,58.4,18.25,87.28,64.19,50.68,45.25
27-Oct-08,39748.00,60.37,9.04,96.38,29.64,24.41,2.94,57.17,47.3,24.39,42.36,20.53,18.56,32.78,54.77,24.03,35.92,25.62,27.8,29.89,39.78,32.59,2.03,43.5,52.27,16.68,79.66,60.15,47.61,41.01
24-Oct-08,39745.00,59.61,9.41,98.23,30.98,25.53,3.03,55.55,50.53,24.68,45.24,21.07,17.64,33.3,55.94,25.44,35.79,29.5,29.33,30.36,40.21,32.44,2.01,44.63,54.7,18.65,82.07,60.79,48.22,41.61
23-Oct-08,39744.00,61.54,9.99,96.87,32.21,26.59,3.28,49.7,52.86,25.26,46.52,23,18.05,35.36,58.29,25.43,37,31.08,31.49,32.38,40.91,33.83,2,48.65,56.96,18.74,84.35,62.45,49.9,43.06
22-Oct-08,39743.00,58.19,10.52,91.49,29.76,28.23,3.62,52.33,54.98,23.78,42.91,22.66,17.53,36.52,58.82,25.22,36.01,31.79,31.5,33.83,39.71,34.5,2.1,53.29,56.49,17.64,83.6,61.42,49.25,45.38
21-Oct-08,39742.00,60.04,12.15,98.44,31.36,31.95,3.91,53.35,56.88,25.73,46.4,23.97,18.46,38.83,62.88,28.27,36.77,33.38,33.28,37.39,40.83,36.2,2.17,63.57,55.48,20.75,88.86,63.66,50.3,46.03
20-Oct-08,39741.00,57.51,12.41,97.4,32.57,31.34,4.11,50.19,62.12,26.99,46.71,24.4,18.4,40.9,64.61,28.86,36.65,33.98,36.17,38.6,42.04,37.48,2.33,66.21,60.3,20.8,92.51,64.44,50.85,46.46
17-Oct-08,39738.00,56.49,11.8,101.89,30.35,31.58,4.21,50.8,58.41,25.29,44.55,23.24,17.54,39.32,62.19,26.11,36.8,32.48,33.77,39.42,39.15,36.53,2.43,65.81,57.12,18.26,90.78,62.65,50.46,44.2
16-Oct-08,39737.00,57.27,12.21,97.95,30.05,29.17,4.12,47.76,60.28,25.46,44.79,24.25,17.26,42.06,62.61,25.59,35.97,32.38,33.85,38.9,39.59,37.38,2.27,64.33,59.84,17.7,91.52,63.5,50.52,45.78
15-Oct-08,39736.00,54.68,11.33,104.08,29.32,29.51,3.91,51.61,56.12,24.62,42.33,23.82,17.33,42.06,60.57,23.34,34.68,32.26,32.2,37.1,38.81,38.2,2.3,57.5,56.36,17.69,88.29,60.54,48.31,44.21
14-Oct-08,39735.00,59.37,12.99,110.26,32.1,32.87,4.27,53.8,64,26.68,45.07,26.53,18.7,47.49,64,28.56,36,35.05,36.19,41.99,40.53,40.6,2.45,68.49,61.49,21.34,93.6,64,50.74,43.73
13-Oct-08,39734.00,59.62,13.82,96.8,31.7,32.23,4.21,48.58,63.06,26.07,47.08,22.79,19,49.48,67.13,26.88,35.65,33.38,37.23,42.45,41.06,41.95,2.39,67.9,61.1,21.51,92.21,62.68,52.27,47.26
10-Oct-08,39731.00,54.26,11.25,88.74,28,26.96,3.81,50.26,55,22.42,41.8,20.87,17.56,43.13,60.75,21.31,34.12,30.28,33.4,38.12,37.61,39.75,1.99,56.32,57.39,17.41,87.75,55.85,48.49,41.5
9-Oct-08,39730.00,53.5,12.46,89.79,30.1,27.5,4.04,52.12,55.06,23,44.41,19.63,17.98,44.8,63.53,22.56,34.65,32.1,33.76,39,38.84,39.67,2.08,61.02,60.92,18.94,89,57.58,48.62,43.3
8-Oct-08,39729.00,57.37,14.71,89.16,31.86,29.96,4.05,51.69,60.22,24.73,47.7,22.1,18.94,47.65,67.86,24.05,37.76,35.03,36.12,37.99,41.44,41.68,2.66,63.84,65.56,20.99,90.55,62.36,52.6,47.41
7-Oct-08,39728.00,59.97,16.71,98.14,32.99,38.01,4.59,54.98,60,25.74,49.28,23.77,18.84,47.33,71.65,25.12,38.67,35.5,36.1,36,41.63,43.36,2.92,56.94,65.05,21.79,95.65,62.49,55.65,49.3
6-Oct-08,39727.00,63,18.11,97.07,34.1,42.1,4.23,58.89,61.93,26.86,51.29,32.22,19.32,49.2,72.63,28.16,38.94,36.27,37.46,37.29,42.56,45.5,3.69,67.79,65.92,24.64,100.62,64.5,56,50.92
3-Oct-08,39724.00,64.6,19.24,100.1,35.54,42.48,4.53,58.59,63.37,28.12,53.83,34.48,20.43,51.21,75.5,28.99,39.63,37.56,38.8,39.24,43.16,46.13,4.05,72.2,68.2,26.8,103.44,66.16,57.21,52.57
2-Oct-08,39723.00,65.6,19.38,109.12,36.67,42.11,4.14,59.18,64.01,27.97,53.58,36.37,20.4,52.22,76.76,29.94,39.47,37.32,38.79,39.72,43.67,48.25,4.35,70.43,70.26,27.53,104.74,67.79,57.02,53.6
1-Oct-08,39722.00,67.39,21.27,113.66,37.18,44,4.74,59.27,66.9,28.09,56.62,38.13,20.79,56.95,76.32,33.83,40.15,37.67,40.47,46.3,43.84,50.39,4.55,87.5,72,30.32,110.13,67.79,56.53,54.16
30-Sep-08,39721.00,68.31,22.58,105.26,37.03,46.12,5.25,55.5,68.49,27.92,57.35,35,20.85,59.6,75.35,36.14,38.6,36.65,40.3,49.5,42.96,49.91,5.2,88.77,73.62,32.39,116.96,69.28,56.1,52.88
29-Sep-08,39720.00,66.32,21.38,128.24,36.68,43.1,4.29,60.67,66.41,27.75,55.47,30.25,19.85,59.89,74.67,33.58,37.75,37.13,39.45,47.76,42.8,48.73,4.17,81.17,71.4,30.29,114.46,66.9,55.22,51.03
26-Sep-08,39717.00,69.45,23.54,131.93,37.16,46.33,5.16,59.93,71.43,30,58.32,36.7,20.82,64.13,77.06,38.88,37.63,38.74,41.99,55.33,43.66,50.88,4.81,89.37,74.92,34,119.42,69.4,57.39,52.48
25-Sep-08,39716.00,69.73,24.92,128.71,37.51,45.38,5.23,58.38,70.98,30.07,57.42,34.37,20.67,61.96,76,40.58,37.91,38.45,42.61,57.76,43.8,50.68,4.98,94.88,76.74,34.68,120.11,69.36,56.49,51.46
24-Sep-08,39715.00,68.57,25.62,126.84,36.79,44.67,4.88,57.57,73.59,28.98,57.36,33.07,20.61,61.74,74.81,39.9,37.63,37.15,43.74,59.12,43.2,50.44,5.03,94.32,77.73,34.97,116.46,68.19,55.73,50.19
23-Sep-08,39714.00,69,25.59,131.05,36.63,44.8,4.94,57.56,73.22,28.75,57.31,33.3,20.26,63.54,73.65,40.49,37.86,36.93,44.69,60.77,42.85,49.72,4.86,95.19,79.91,35.19,115.36,68.15,55.47,50.68
