Date,Day-number,MMM,AA,AAPL,AEP,ALL,AMD,AMGN,APD,ATT,BA,BAC,BMY,CAT,CL,COG,CPB,CTL,DD,DE,ED,EL,FORD,FLS,GD,HAL,IBM,JNJ,K,KO
19-Jul-10,40378.00,81.22,10.58,245.58,35.38,27.9,7.44,53.6,69.32,24.88,63.18,13.61,24.84,64.8,83.11,31.91,36.04,34.95,36.05,60.11,45.67,62.81,11.48,89.6,58.6,29.17,129.79,59.57,51.31,52.27
16-Jul-10,40375.00,80.95,10.41,249.9,34.76,27.83,7.37,52.17,69.32,24.69,61.9,13.98,25.17,63.94,82.83,31.87,35.82,34.58,35.98,59.73,45.06,63.47,11.34,88.76,58.9,27.51,128.03,59.44,51.05,52.37
15-Jul-10,40374.00,83.06,10.84,251.45,35.28,28.88,7.41,52.92,70.32,25,64.37,15.39,25.5,66.51,83.09,33.32,36.05,34.83,37.17,61.08,45.74,64.93,11.86,91.64,61.47,28.1,130.72,60.26,51.89,52.85
14-Jul-10,40373.00,83.05,10.91,252.73,34.86,29,7.44,52.62,70.26,24.96,64.75,15.67,25.09,66.7,83.31,33.5,35.88,35.02,37.09,59.72,45.57,65.12,11.81,92.19,61.61,28.17,130.72,60.62,52.06,52.82
13-Jul-10,40372.00,83.55,11,251.8,34.77,29.32,7.52,52.76,70.93,24.95,64.43,15.67,25.31,66.79,83.15,33.5,36.03,34.86,37.31,59.37,45.52,63.73,11.66,92.05,60.56,28.13,130.48,60.5,51.95,52.72
12-Jul-10,40371.00,82.26,10.87,257.28,34.87,29.11,7.36,52.44,69.17,24.84,64.34,15.21,25.26,64.28,82.84,33.16,35.96,34.43,36.52,57.48,45.4,62.15,11.1,89.98,59.87,28.17,128.67,60.21,51.63,52.45
9-Jul-10,40368.00,82.16,10.94,259.62,34.84,29.44,7.34,52.56,69.74,24.83,64.66,15.11,25.6,64.72,82.15,33.49,36.3,34.45,36.9,58.01,45.27,62.19,10.85,92.69,60.84,28.64,127.96,60.54,51.77,52.4
8-Jul-10,40367.00,81.22,10.72,258.09,34.77,29.21,7.37,52.23,68.78,24.57,64.73,14.86,25.58,63.17,81.96,33.61,36.48,34.34,36.29,57.26,45.32,61.5,10.62,91.46,60.97,28.71,127.97,61.38,51.94,52.42
7-Jul-10,40366.00,80.52,10.55,258.66,34.37,28.81,7.39,51.4,67.74,24.33,63.3,14.71,25.8,62.18,80.98,32.34,36.28,34.22,35.25,56.6,44.75,60.39,10.59,90.51,60.22,27.99,127,60.61,51.99,51.47
6-Jul-10,40365.00,78.14,10.21,248.63,33.26,27.93,7.04,51.3,65.74,24.41,61.36,14.06,25.24,59.81,78.77,31.19,35.69,33.4,34.05,54.63,43.62,58.66,10.16,86.73,58.64,26.46,123.46,59.08,51.31,50.43
5-Jul-10,40364.00,77.67,10,246.94,32.39,28.28,7.17,51.7,64.97,24.29,61.94,13.84,24.69,59.18,78.72,30.93,35.31,33.15,34.06,54.5,43.19,57.39,10.28,85.83,58.7,25.74,121.86,59.08,50.67,50.05
2-Jul-10,40361.00,77.67,10,246.94,32.39,28.28,7.17,51.7,64.97,24.29,61.94,13.84,24.69,59.18,78.72,30.93,35.31,33.15,34.06,54.5,43.19,57.39,10.28,85.83,58.7,25.74,121.86,59.08,50.67,50.05
1-Jul-10,40360.00,78.55,10.05,248.48,32.22,28.39,7.39,52.02,65,24.34,62.26,14.02,24.76,59.97,78.84,31.28,35.58,33.25,34.49,55.21,42.9,56.91,10.57,86.67,58.5,24.98,122.57,59.07,50.77,50.03
30-Jun-10,40359.00,78.99,10.06,251.53,32.3,28.73,7.32,52.6,64.81,24.19,62.75,14.37,24.94,60.07,78.76,31.32,35.83,33.31,34.59,55.68,43.1,55.73,10.08,84.8,58.56,24.55,123.48,59.06,50.3,50.12
29-Jun-10,40358.00,78.49,10.34,256.17,32.69,29.01,7.48,54.12,65.52,24.46,63.04,14.57,25.29,60.85,78,31.58,36.03,33.73,35.24,55.43,43.48,55.39,9.88,85.2,59.43,24.48,125.09,59.24,51.75,50.33
28-Jun-10,40357.00,78.98,11.03,268.3,33.31,30,8.05,55.41,67.79,24.95,67.3,15.24,25.57,64.4,79.24,33.37,36.56,34.15,36.23,58.51,44.14,56.19,10.43,89.37,62.26,25.99,128.98,59.45,52.51,51.08
25-Jun-10,40354.00,78.9,11.23,266.7,32.99,30.83,8.09,56.26,68.58,24.79,68.77,15.42,25.57,64.71,79.03,32.93,36.11,33.94,36.66,59.74,43.84,56.23,10.75,90.9,63.22,26.34,127.12,58.7,52.42,50.26
24-Jun-10,40353.00,78.18,11.11,269,32.72,29.57,8.13,56.15,67.32,25.05,67.43,15.02,25.35,63.37,80.32,32.49,36.46,34.29,36.52,58.19,43.76,56.51,10.78,90.6,63.25,25.21,128.19,59.6,52.86,51.8
23-Jun-10,40352.00,80.12,11.43,270.97,32.72,30.45,8.56,56.2,69,25.44,67.45,15.43,25.24,64.33,80.33,32.91,36.75,34.47,37.26,59.21,43.65,57.34,11.03,92.53,64.89,25.78,130.11,59.24,53.38,52.24
22-Jun-10,40351.00,80.03,11.29,273.85,33.3,30.55,8.58,56.12,70.22,25.36,66.28,15.58,25.44,64.11,80.94,33.18,36.63,34.6,37.45,59.1,43.81,57.76,11.22,91.22,65.45,25.99,129.3,59.16,53.48,52.46
21-Jun-10,40350.00,81.47,11.72,270.17,33.87,30.27,8.8,56.52,71.15,25.44,67.97,15.79,25.44,66.07,81.16,35.92,37.11,34.95,38.31,60.45,44.69,58.98,11.53,95.14,66.78,27.05,130.65,59.13,53.96,52.48
18-Jun-10,40347.00,81.18,11.11,274.07,34.06,30.54,8.83,55.2,71.54,25.43,67.96,15.82,25.78,65.85,80.59,36.43,37.15,34.97,38.36,59.26,44.89,59.94,11.46,94.61,66.9,26.98,130.15,59.18,54.47,52.31
17-Jun-10,40346.00,81.03,11.18,271.87,34,30.06,8.91,55.44,70.65,25.57,67.26,15.82,25.86,64.95,80.9,37.4,37.49,35.02,37.8,59.42,44.77,59.73,11.48,93.87,66.31,26.39,130.98,59.18,54.8,52.36
16-Jun-10,40345.00,80.88,11.41,267.25,33.68,30.22,8.9,55.22,70.54,25.52,67.03,15.87,25.88,64.39,80.63,38.22,36.99,34.82,37.76,59.34,44.42,59.45,11.63,94.85,66.29,26.25,130.35,59.24,54.2,52.4
15-Jun-10,40344.00,79.77,11.59,259.69,33.41,30.67,8.82,55.12,70.24,25.54,67.48,15.8,25.63,63.46,80.81,38.41,37,34.71,37.86,59.5,44.09,60.25,11.7,95.57,66.62,25.46,129.79,59.14,54.62,52.18
14-Jun-10,40343.00,78.14,11.34,254.28,32.41,29.95,8.28,54.07,69.02,25.17,64.82,15.41,25.29,61,79.32,37.01,36.69,34.24,36.86,57.64,43.35,58.16,11.46,91.53,64.31,24.02,128.5,58.42,54.47,51.51
11-Jun-10,40340.00,78.3,11.36,253.51,32.45,29.98,8.12,54.1,69.43,25.29,65.38,15.6,25.08,60.23,79.15,37.01,36.47,34.41,37.61,58.86,43.13,57.86,11.4,90.39,64.58,24.39,128.45,58.46,53.66,51.65
10-Jun-10,40339.00,77.43,11.25,250.51,32.68,29.8,8.01,54.01,68.91,25.44,63.89,15.46,24.64,59.95,79.47,36.36,36.57,34.29,36.99,57.87,43.09,58.11,11.39,90.02,64.07,24.22,127.68,58.5,54.33,52.45
9-Jun-10,40338.00,74.79,10.8,243.2,31.74,28.85,7.61,53.15,67.5,24.9,61.71,15.01,24.14,56.81,78.72,34.18,36.59,33.86,35.58,55.27,42.15,56.99,11.05,86.35,62.55,22.56,123.9,58.17,53.98,51.35
8-Jun-10,40337.00,74.92,10.76,249.33,31.72,29.25,7.77,53.82,66.81,24.97,61.02,15.33,24.3,56.61,78.76,34.49,36.71,33.76,35.49,55.06,42.46,56.07,11.22,83.01,62.65,23.02,123.72,58.64,54.35,51.56
7-Jun-10,40336.00,74.74,10.51,250.94,31.43,28.67,7.71,53.51,65.6,24.32,60.11,14.83,23.86,55.83,77.64,34.54,36.03,33.42,34.09,54.78,41.87,54.89,11.09,83.5,62.08,22.8,124.13,58,53.49,50.8
4-Jun-10,40333.00,76.1,10.84,255.96,31.12,28.94,8.1,54.34,66.55,24.17,61.15,15.35,22.44,57.76,77.24,34.97,36,33.76,34.41,56.88,41.66,55.34,11.5,88.2,65.18,23.11,125.28,58.01,53.22,51.27
3-Jun-10,40332.00,78.34,11.37,263.12,32.16,30.17,8.69,55.64,68.97,24.8,64.31,15.81,22.88,61.11,78.88,37.17,36.65,34.93,35.78,59.67,42.82,59.51,11.96,92.99,68.07,23.63,127.96,59.77,55.11,52.75
2-Jun-10,40331.00,78.74,11.48,263.95,31.85,30.22,8.54,56.09,69.12,24.78,64.34,15.89,23,60.86,78.22,35.32,36.42,34.97,36.19,60.07,42.55,58.69,11.85,92.54,67.92,23.68,127.41,59.73,54.94,52.41
1-Jun-10,40330.00,78.07,11.19,260.83,31.2,29.66,8.14,50.76,67.42,24.33,62.95,15.44,23.02,59.27,76.93,32.93,35.66,34.16,35.24,57.13,41.75,57.92,11.41,89.41,66.74,21.15,124.34,58.76,53.59,51.29
31-May-10,40329.00,79.31,11.64,256.88,31.96,30.63,8.57,51.78,69.06,24.3,64.18,15.74,23.21,60.76,78.09,34.69,35.81,34.33,36.17,57.68,42.59,58.27,11.73,95.1,67.9,24.83,125.26,58.3,53.43,51.4
28-May-10,40326.00,79.31,11.64,256.88,31.96,30.63,8.57,51.78,69.06,24.3,64.18,15.74,23.21,60.76,78.09,34.69,35.81,34.33,36.17,57.68,42.59,58.27,11.73,95.1,67.9,24.83,125.26,58.3,53.43,51.4
27-May-10,40325.00,81.43,11.82,253.35,31.99,30.77,8.8,51.43,70.68,24.63,65.13,16.18,23.34,62.06,78.77,34.81,35.93,34.5,36.79,59.44,42.74,58.69,11.99,98.33,68.48,26.99,126.39,59.03,53.59,51.23
26-May-10,40324.00,79.17,11.25,244.11,31.02,29.53,8.22,50.36,68.58,24.13,63.26,15.47,22.72,59.73,77.98,32.41,34.88,33.74,35.08,56.14,42.27,56.47,11.39,94.03,66.38,25.88,123.23,59.66,52.91,50.08
25-May-10,40323.00,79.47,11.3,245.22,30.97,30.04,8.15,52.55,67.35,24.32,62.78,15.49,22.86,59.21,78.33,31.5,35.18,33.58,35.48,55.89,42.52,57.57,11.02,92.09,66.04,25.62,124.52,60.35,53.43,50.62
24-May-10,40322.00,79.59,11.09,246.76,31.19,29.84,8.09,52.66,65.97,24.43,63.15,15.4,22.99,59.22,78.73,30.33,35.38,33.66,35.4,56.33,42.79,58.59,11.01,93.56,65.96,25.65,124.45,60.57,53.96,51.46
21-May-10,40319.00,80.7,11.35,242.32,31.46,30.54,8.4,52.44,66.94,24.85,64.56,15.99,22.96,60.09,79.59,31.36,35.48,33.25,36.1,58.73,43.29,58.9,11.26,95.42,67.45,26.73,125.42,60.88,54.08,51.59
20-May-10,40318.00,79.58,11.07,237.76,31.34,30.07,8.09,52.94,66.01,24.96,63,15.3,23.09,58.67,80.3,30.74,34.96,32.93,35.71,56.67,42.96,58.05,10.8,93.66,66.3,26.22,123.8,60.55,53.76,51.54
19-May-10,40317.00,82.54,11.78,248.34,32.31,31.38,8.47,55.26,69.39,25.57,66.21,16.31,23.71,61.44,82.15,32.88,35.62,33.85,36.82,58.87,43.82,60.08,11.55,98.85,69.68,27.12,128.86,62.22,55.17,53.12
18-May-10,40316.00,84.02,11.82,252.36,32.6,31.38,8.42,54.67,70.05,25.59,67.72,15.95,23.55,63.19,83.15,32.9,35.48,34.03,37.08,57.16,44.35,60.43,11.54,101.88,70.55,27.64,129.95,62.97,55.46,53.1
17-May-10,40315.00,84.68,12.1,254.22,32.99,31.99,8.85,54.81,70.58,25.77,69.68,16.35,23.7,63.78,83.81,33.01,35.67,34.17,37.65,57.95,44.52,61.77,11.95,102.64,71.77,27.85,130.44,63.88,55.58,53.41
14-May-10,40312.00,84.68,12.36,253.82,33,31.87,8.8,54.69,69.57,25.4,69.82,16.34,23.56,64.88,82.76,33.83,35.34,34.13,37.65,58.36,44.44,61.04,12.11,107.24,71.71,28.09,131.19,63.97,54.5,53.34
13-May-10,40311.00,85.59,12.8,258.36,33.3,32.56,9.42,55.88,71.47,25.74,71.76,16.87,24,66.91,83.13,34.2,36,34.25,38.59,59.88,44.54,63.2,12.42,111.97,72.96,29.01,131.48,64.67,54.63,53.49
12-May-10,40310.00,86.44,12.46,262.09,33.58,33.11,9.49,56.6,72.57,25.82,72.87,17.07,24.44,68.15,83.55,34.3,36.02,34.27,39.26,61.14,44.85,63.9,12.68,113.17,74.09,29.09,132.68,64.9,54.89,54.02
11-May-10,40309.00,85.04,12.13,256.52,33.15,32.75,9.07,55.93,71.67,25.64,71.42,17.16,24.37,66.07,82.83,33.13,35.88,33.7,38.1,59.46,44.85,63.14,12.31,111.96,72.65,28.34,126.89,64.67,54.38,53.61
10-May-10,40308.00,85.97,12.59,253.99,33.14,33.32,8.99,55.58,72.59,25.67,71,17.3,24.14,66.69,83.18,33.68,35.8,33.66,38.24,59.43,44.8,62.82,12.15,111.64,73.11,27.59,126.27,64.75,54.25,54.04
7-May-10,40305.00,82.63,12,235.86,31.92,31.8,8.38,54.46,70.98,25.1,66.72,16.18,24.34,62.1,80.21,31.88,35.04,33.03,36.23,56.38,44.34,58.53,11.51,103.5,70.5,27.51,122.1,63.31,52.84,52.67
6-May-10,40304.00,84.24,11.94,246.25,32.18,32.06,8.27,54.75,72.28,25.14,67.97,16.28,24.28,63.5,81.77,32.8,35.07,33.52,36.69,56.39,44.21,60.79,11.78,107.39,72.06,28.75,123.92,63.4,53.71,52.3
5-May-10,40303.00,86.59,12.46,255.98,33.37,32.69,8.58,56.6,74.14,25.77,71,17.53,25.06,65.96,82.72,34.8,35.72,34.67,37.87,57.51,45.05,62.8,12.34,107.18,74.96,29.98,127.46,65.14,54.74,53.66
4-May-10,40302.00,87.68,12.58,258.68,33.61,32.08,8.68,56.83,74.77,25.9,72.79,17.56,25.27,66.7,82.87,36.42,35.64,34.07,38.6,58.42,45.04,65.06,12.85,110.71,75.28,30.31,128.12,64.7,54.13,53.18
3-May-10,40301.00,89.81,13.15,266.35,34.56,33.04,9.29,57.59,77.01,26.28,74.39,18.06,25.13,69.94,84.27,37.26,36.03,34.5,40.12,61.32,45.73,66.13,13.3,117.02,77.55,31.39,129.6,65.33,54.74,53.76
30-Apr-10,40298.00,88.67,13.43,261.09,34.3,32.67,9.07,57.31,76.78,26.06,72.43,17.83,25.31,68.09,84.1,36.13,35.86,34.11,39.84,59.82,45.2,65.92,13.02,114.58,76.36,30.65,129,64.3,54.94,53.45
29-Apr-10,40297.00,89.33,13.72,268.64,33.84,33.27,9.72,58.59,78.03,26.14,73.79,18.3,25.37,70.75,84.8,35.75,35.72,34.1,40.57,60.61,45.21,66.21,13.58,118.91,77.96,31.6,130.46,65.01,55.01,53.74
28-Apr-10,40296.00,88.24,13.57,261.6,33.52,33.77,9.55,58.18,78.06,25.91,72.37,17.78,24.34,68.97,85,38.21,35.38,33.76,39.46,59.58,45.17,66.6,13.25,116.37,76.98,33.35,130.1,64.62,52.58,53.36
27-Apr-10,40295.00,87.97,13.44,262.04,33.34,33.27,9.58,57.84,77.42,25.95,72.48,17.47,24.21,68.53,83.59,37.55,35.11,33.67,39.4,59.32,44.6,67.06,13.57,115.73,76.56,32.81,128.82,64.28,52.43,52.87
26-Apr-10,40294.00,87.44,14.05,269.5,33.76,34.8,9.97,58.43,79,26.27,74.34,18.05,24.5,71.65,84.2,39.43,35.48,33.96,40.95,62.21,45.29,69.98,14.46,118.9,78.67,34.47,130.73,64.76,53.34,53.73
23-Apr-10,40291.00,86.58,14.11,270.83,34.02,35.19,9.76,58.88,79.22,26.25,75.13,18.43,24.74,68.78,83.27,39.9,35.59,34.33,40.22,61.79,45.41,69.5,14.21,116.38,78.6,34.96,129.99,65.04,53.62,53.88
22-Apr-10,40290.00,86.05,13.85,266.47,33.98,35.17,9.86,58.16,77.32,26.27,75.59,18.54,24.44,67.51,83.98,39.49,35.78,35.01,39.47,60.96,45.2,68.97,14.2,116.01,78.21,33.73,129.13,64.78,53.98,54.31
21-Apr-10,40289.00,85.7,13.71,259.22,33.95,34.89,9.78,58.71,76.67,26.34,74.16,18.28,25.1,67.75,84.7,38.98,35.93,36.2,39.07,60.5,45.16,67.63,14.13,115.49,78.05,33.29,128.99,65.39,53.87,54.19
20-Apr-10,40288.00,85.27,13.75,244.59,33.95,35.43,9.77,60.18,76.46,26.66,71.41,18.61,25.43,67.5,84.54,39,36,36.51,39.16,60.2,44.91,68.55,13.91,115.02,76.94,33.31,129.69,65.99,53.61,54.47
19-Apr-10,40287.00,83.9,13.72,247.07,33.8,34.19,9.58,61.07,75.85,26.38,70.96,18.39,25.81,66.99,84.15,38.58,35.75,36.2,39.37,60.47,44.63,67.42,13.6,114.81,76.14,31.57,132.23,66.03,53.78,55.32
16-Apr-10,40284.00,83.76,13.91,247.4,33.73,33.85,9.81,60.72,76.03,25.93,70.79,18.41,25.48,66.88,84.25,38.95,35.71,36.06,38.66,60.51,44.54,67.89,13.42,115.14,76.04,31.64,130.63,65.02,54.04,54.97
15-Apr-10,40283.00,85,14.31,248.92,33.77,34.3,10.16,60.64,76.75,26.24,72.09,19.48,25.34,68.22,84.25,40.39,35.96,36.34,39.33,61.76,44.79,67.21,13.76,118.43,76.46,32.52,130.89,65.51,53.54,54.26
14-Apr-10,40282.00,84.39,14.43,245.69,33.9,34.33,9.89,61.14,76.01,26.24,71.7,19.4,25.7,67.28,84.64,40.51,35.63,36.21,38.87,61.77,44.82,66.71,13.35,117.32,76.71,32.43,131.25,65.49,53.52,54.95
13-Apr-10,40281.00,83.94,14.34,242.43,34.07,33.06,9.56,60.68,74.95,26.2,71.19,18.67,25.98,66.19,84.55,40.44,35.54,36.1,38.61,61.54,44.76,65.85,12.79,115.65,76.85,31.42,129.03,65.68,53.12,55.02
12-Apr-10,40280.00,83.28,14.57,242.29,34.08,33.04,9.42,60.37,75.34,26.38,71.92,18.66,26.29,66.73,84.79,39.63,35.42,36.11,38.9,62.04,45.03,65.92,12.77,116.42,77.3,31.5,128.36,65.11,53.08,54.76
9-Apr-10,40277.00,83.49,14.39,241.79,34.27,32.97,9.3,60.9,75.36,26.44,72.42,18.59,26.25,65.27,84.27,39.96,35.36,36.02,39.19,61.68,44.85,65.46,12.72,115.07,77.54,31.57,128.76,65.14,52.81,54.59
8-Apr-10,40276.00,82.95,14.87,239.95,33.96,33.1,9.42,60.52,74.1,26.02,72.28,18.65,26.17,64.48,84.56,38.39,35.13,35.75,39.14,60.62,44.51,64.04,12.63,114.58,76.81,31.66,127.61,64.93,52.31,53.76
7-Apr-10,40275.00,83.66,14.74,240.6,34.08,32.77,9.66,60.35,74.06,25.65,72.1,18.62,26.55,64.47,85.11,38.18,35.4,35.83,38.79,60.4,44.91,63.48,12.58,114.89,76.47,31.63,128.48,65.22,52.65,53.82
6-Apr-10,40274.00,84.35,15.03,239.54,34.3,32.62,9.35,60.29,74.63,26.31,72.36,18.49,26.38,65.29,84.93,38.99,35.33,35.96,38.81,60.68,45.36,63.28,12.7,115.75,77.41,32.2,128.93,65.31,53.04,54.29
5-Apr-10,40273.00,84.19,14.73,238.49,34.31,32.63,9.53,60.42,74.17,26.31,72.04,18.13,26.77,64.99,85.62,38.85,35.42,36.2,38.42,60.64,45.04,64.75,12.77,114.72,78.23,31.85,129.35,65.4,53.14,54.86
2-Apr-10,40270.00,83.85,14.7,235.97,34.49,32.49,9.37,60.8,73.87,26.11,72.99,18.04,26.95,63.99,85.81,37.74,35.56,35.88,37.91,59.74,44.9,65.58,12.63,113,77.91,30.74,128.25,65.77,53.61,55.3
1-Apr-10,40269.00,83.85,14.7,235.97,34.49,32.49,9.37,60.8,73.87,26.11,72.99,18.04,26.95,63.99,85.81,37.74,35.56,35.88,37.91,59.74,44.9,65.58,12.63,113,77.91,30.74,128.25,65.77,53.61,55.3
31-Mar-10,40268.00,83.57,14.24,235,34.18,32.31,9.27,59.84,73.95,25.84,72.61,17.85,26.7,62.85,85.26,36.8,35.35,35.46,37.24,59.46,44.54,64.87,12.57,110.27,77.2,30.13,128.25,65.2,53.43,55
30-Mar-10,40267.00,84.28,14.4,235.84,34.42,32.06,9.27,60.09,74.09,25.95,73.53,17.76,26.76,63.16,85.46,36.64,35.63,35.41,37.78,61.11,44.68,65.5,13.28,109.93,77.49,30,128.77,64.9,53.75,54.87
29-Mar-10,40266.00,81.36,14.44,232.39,34.37,32.26,9.11,59.91,74.3,26.51,74.11,18.04,27,63.48,84.98,37.13,35.56,35.52,37.72,61.35,44.58,65.08,13.57,110.51,78.48,29.87,128.59,64.82,53.86,54.77
26-Mar-10,40263.00,81,14.27,230.9,34.09,32.2,9.02,59.41,74.32,26.24,72.59,17.9,26.69,62.44,84.44,36.4,34.92,35.4,37.69,60.56,44.18,63.92,13.86,109.33,76.92,29.36,129.26,64.38,53.76,54.65
25-Mar-10,40262.00,80.93,14.11,226.65,33.9,31.56,9.03,59.26,73.7,26.15,72.49,17.74,26.78,62.14,83.41,36.95,34.87,34.91,37.83,60.2,43.84,63.39,13.8,109.82,76.22,29.57,129.24,64.57,54.24,54.8
24-Mar-10,40261.00,81.61,14.32,229.37,33.99,31.33,9.23,59.07,74.81,26.26,72.32,17.57,26.69,62.06,84.34,38.17,35.24,35.12,38.77,60.49,43.84,63.69,13.9,108.88,75.74,30.21,128.53,64.75,54.61,54.62
23-Mar-10,40260.00,82.35,14.5,228.36,34.3,31.44,9.45,60.06,75.54,26.55,72.18,17.13,26.79,62.41,85.34,38.24,35.52,35.34,38.31,61.96,44.17,65.3,13.9,109.93,76.94,30.71,129.37,65.36,54.76,55.3
22-Mar-10,40259.00,81.84,14.34,224.75,34.08,31.08,9.31,60.09,75.01,26.4,71.91,16.96,26.48,59.95,84.95,37.55,35.33,35.18,37.79,60.02,44.26,64.95,13.99,104.85,75.66,30.64,127.98,65.1,54.16,54.54
19-Mar-10,40256.00,81.96,14.26,222.25,34.52,31.26,9.11,60,74.44,26.24,70.72,16.82,26.01,59.37,84.84,38.14,35.31,34.86,36.86,58.99,44.3,63.13,13.29,104.56,75.49,30.5,127.71,65.11,53.43,54.75
18-Mar-10,40255.00,83.67,14.3,224.65,34.76,31.38,9.39,58.31,74.76,26.06,70.87,17.08,26.07,59.77,84.77,39.52,35.04,35.03,37.07,59.25,44.33,63.8,13.73,106.31,75.24,31.58,128.38,65.06,52.84,53.95
17-Mar-10,40254.00,82.18,14.46,224.12,34.82,31.27,9.67,57.43,74.55,25.9,69.38,17.27,25.98,60.22,84.63,41.62,35.13,35.07,36.49,59.59,44.51,63.93,14.1,106.5,74.98,32.52,127.76,64.65,52.96,53.84
16-Mar-10,40253.00,81.66,13.8,224.45,34.77,31.02,9.4,57.42,74.88,25.85,68.72,17.03,25.99,59.45,84.62,41.16,35,34.85,35.94,58.92,44.48,63.44,13.49,106.31,73.71,31.71,128.67,64.53,52.83,53.7
15-Mar-10,40252.00,81.26,13.51,223.84,34.39,30.93,8.92,56.89,74.12,25.78,69.4,16.85,25.95,59.47,84.37,40.83,34.7,34.79,35.48,58.13,44.15,63.11,13.4,104.93,73.66,31.03,127.83,64.57,52.51,53.65
12-Mar-10,40249.00,81.38,13.6,226.6,34.1,31.47,8.93,57.43,74.56,25.62,69.83,16.85,25.89,60.36,84.15,41.86,34.49,34.62,35.49,58.64,43.7,63.51,13.34,105.12,73.76,31.5,127.94,64.18,52.49,53.35
11-Mar-10,40248.00,81.26,13.64,225.5,34.22,31.78,8.95,57.49,74.66,25.6,70.07,17.12,25.96,58.9,84.08,41.26,34.25,34.73,35.35,57.73,43.89,63.19,12.91,105.34,74.15,30.74,127.6,64.22,52.69,53.6
10-Mar-10,40247.00,81.56,13.57,224.84,34.15,31.6,8.92,57.78,74.4,25.52,70.01,17.11,25.65,58.78,83.58,41.73,33.88,34.18,35.2,58.49,43.74,61.86,12.82,105.24,73.94,30.64,125.62,64.29,52.51,54.2
9-Mar-10,40246.00,81.99,13.67,223.02,34.12,31.87,8.63,57.76,74.23,25.56,67.79,16.8,25.2,59.18,84.5,40.92,34.06,34.02,35.25,59.28,43.66,61.65,12.8,105.36,73.68,30.91,125.55,64.27,52.43,54.18
8-Mar-10,40245.00,81.31,13.78,219.08,34.18,31.99,8.64,57.61,74.2,25.28,67.24,16.74,25.31,58.91,83.95,41.39,34.16,33.57,35.37,59.2,43.79,62.34,12.93,107.55,73.65,31.41,126.41,64.2,52.62,54.46
5-Mar-10,40242.00,82.44,13.84,218.95,34.25,32.14,8.61,57.24,73.5,24.99,67.93,16.7,25.28,59.23,84.21,41.37,34.39,33.38,34.97,59.54,43.62,61.66,13,107.44,73.73,31.88,127.25,64.04,52.93,54.7
4-Mar-10,40241.00,81.02,13.43,210.71,33.91,31.94,8.5,56.77,71.89,24.96,65.55,16.4,24.47,58.45,84.16,40.24,34.15,34.15,34.56,58.5,43.54,61.08,12.79,105.74,72.94,31.45,126.72,63.57,52.65,54.47
3-Mar-10,40240.00,81,13.34,209.33,33.97,31.99,8.35,56.9,71.32,24.89,64.45,16.37,24.33,58.57,83.86,40.86,34.04,34.58,34.26,58.66,43.68,61.18,12.69,105.71,72.83,31.7,126.88,63.4,52.57,53.93
2-Mar-10,40239.00,81.13,13.24,208.85,34.12,32.02,8.38,56.87,70.67,24.88,64.44,16.46,24.72,58.15,83.86,40.77,33.85,34.77,34.03,58.21,43.79,61.71,12.22,105.75,73.98,31.21,127.42,63.44,52.61,53.3
1-Mar-10,40238.00,80.58,13.31,208.99,33.94,31.57,8.21,56.9,69.16,25,64,16.71,24.39,57.85,83.79,40.77,33.35,34.68,34.03,58.29,43.19,62.16,12.41,103.53,73.91,30.75,128.57,63.39,52.16,53.27
26-Feb-10,40235.00,80.15,13.3,204.62,33.62,31.25,7.91,56.61,68.58,24.81,63.16,16.66,24.51,57.05,82.94,40.14,33.33,34.27,33.72,57.3,42.75,60.13,11.74,100.09,72.55,30.15,127.16,63,52.15,52.72
25-Feb-10,40234.00,79.74,13.31,202,33.68,31.3,7.89,56.25,68.98,24.77,62.87,16.55,24.48,56.79,83.11,40.43,33.27,34.65,33.52,56.96,42.87,60.57,11.78,97.18,72.2,30,127.07,63.28,52.31,53.12
24-Feb-10,40233.00,80.07,13.06,200.66,33.91,31.28,8.05,56.74,69.87,24.91,63.48,16.33,24.71,56.96,82.96,40.16,33.15,35.28,33.98,56.18,42.88,60.01,11.73,96.69,72.6,30.01,127.59,63.45,52.4,55.16
23-Feb-10,40232.00,79.71,13.18,197.06,33.72,31.18,7.79,56.38,70.07,24.83,62.77,15.94,24.44,56.66,81.89,39.72,33.19,35.07,33.68,56.09,42.75,58.66,11.6,96.74,71.81,30.2,126.46,63.31,52.73,54.83
22-Feb-10,40231.00,80.68,13.54,200.42,33.65,31.41,7.9,57.1,69.92,25.02,63.97,16.21,24.68,58.03,82.08,41.13,33.5,35.12,33.98,56.7,42.92,59.09,11.21,99.09,72.57,31.02,126.85,63.49,52.86,55.38
19-Feb-10,40228.00,81.52,13.53,201.67,33.97,31.22,7.93,57.38,69.64,25.1,63.59,15.88,24.95,58.25,81.75,41.32,33.93,35.1,34.03,57.28,43.13,58.83,11.29,98.91,72.61,31.79,127.19,63.81,53.2,55.72
18-Feb-10,40227.00,81.11,13.61,202.93,33.52,31.25,7.95,57.27,69.95,25.24,62.89,15.88,24.84,57.81,82.44,40.94,33.85,35.81,33.62,57.26,42.71,59.51,11.38,98.57,71.78,31.54,127.81,64.53,53.01,55.91
